youtubeId,title,channel,bpm,key
gPeX7rIrXFI,Sweet Charles Sherrell - Strangers In The Night,Rare Samples & Songs Oleg Tsoy,,
6_kodH9c04g,The Climax - Persuasions,Rare Samples & Songs Oleg Tsoy,,
5y9kw9ntD18,Blue Magic - The Loneliest House On The Block,Rare Samples & Songs Oleg Tsoy,123,Cm
sl87V4Gegg8,39.4 - Más Alto,Rare Samples & Songs Oleg Tsoy,,
I-p3iSjzVmw,Vangelis - Stuffed Aubergine,Rare Samples & Songs Oleg Tsoy,,
2PFT_vUbnXw,Butts Band - Corner Of My Mind,Rare Samples & Songs Oleg Tsoy,,
jVfkI_2gtgc,Piero Umiliani - Ricordandoti,Rare Samples & Songs Oleg Tsoy,,
k3pStiJiJ20,Rayfield Reid And The Magnificents - Treat You Right,Rare Samples & Songs Oleg Tsoy,129,F#m
yMbTIDVhpJM,Thomas Clausen - UFO,Rare Samples & Songs Oleg Tsoy,,
3scK8pNwsXY,Fausto - Los Guaduales,Rare Samples & Songs Oleg Tsoy,,
GKLt7NiPWac,Anne Dudley - Granite,Rare Samples & Songs Oleg Tsoy,,
gu5y9ZRrxTc,Gil Scott-Heron - Beginnings,Rare Samples & Songs Oleg Tsoy,,
4lPY5YfSU0k,Tavares - Turn Out The Nightlight,Rare Samples & Songs Oleg Tsoy,,
KZZTJi3-IMo,Francis Lai - Plus Fort Que Nous,Rare Samples & Songs Oleg Tsoy,,
eBpx_NRVjPA,Double Os Demingos - Color One Tear Black,Rare Samples & Songs Oleg Tsoy,,
uHR_Cp2kFHE,Freddie Hubbard And İlhan Mimaroğlu - Threnody For Sharon Tate,Rare Samples & Songs Oleg Tsoy,,
NOYHtoUzsmc,Máquina - King Kong Rides Again,Rare Samples & Songs Oleg Tsoy,,
SolxqPucESA,Adrian Younge And The Delfonics - To Be Your One,Rare Samples & Songs Oleg Tsoy,,
kt5qt9etTig,The Spiritual Harmonizers - Gods Love,Rare Samples & Songs Oleg Tsoy,,
q_N2_gAqz-I,Ralfi Pagan - The Bottom Line,Rare Samples & Songs Oleg Tsoy,,
J_BaU0UBzK4,James Galway - Listening To Olivia,Rare Samples & Songs Oleg Tsoy,,
gttAB2l64Us,Laurie Johnson - Limehouse,Rare Samples & Songs Oleg Tsoy,,
5Wzn9H1ySWk,Tramaine Hawkins - Rescue Me,Rare Samples & Songs Oleg Tsoy,,
zSW-_OwHucU,Tonio Rubio - Dead Slow,Rare Samples & Songs Oleg Tsoy,,
NZg5EmvYQzE,Air - Sister Bessie,Rare Samples & Songs Oleg Tsoy,,
DnTgH-gfCqo,Sunbear - Let Love Flow For Peace,Rare Samples & Songs Oleg Tsoy,,
qhBXGGitsNc,The Crowns Of Glory - Im So Grateful,Rare Samples & Songs Oleg Tsoy,,
mMl3s3aNr-I,The London Jazz Four - Michelle,Rare Samples & Songs Oleg Tsoy,,
BN1F9ZlfS-Q,Irene Reid - My Way,Rare Samples & Songs Oleg Tsoy,,
tny-duWQANc,Kool And The Gang - Stay Awhile,Rare Samples & Songs Oleg Tsoy,,
-sjkWukvBPM,Zoot Sims And Henri Renaud - Evening In Paris,Rare Samples & Songs Oleg Tsoy,,
eC6VAyzd2Xo,Alain Goraguer - La Femme,Rare Samples & Songs Oleg Tsoy,,
P6ykAib9HwU,Adrian Younge And Karolina And Laetitia Sadier - Hands Of God,Rare Samples & Songs Oleg Tsoy,,
w8oNZY7ekQw,Robert Lamm - A Lifetime We,Rare Samples & Songs Oleg Tsoy,,
BplWu5WaDpw,Shadowfax - Snowline,Rare Samples & Songs Oleg Tsoy,,
Rzq4KZ_eb_w,Michael Franks - You Were Meant For Me,Rare Samples & Songs Oleg Tsoy,,
GqL-AO23dmw,The Singers Unlimited - My Romance,Rare Samples & Songs Oleg Tsoy,,
wwfT1dmrjd0,Lee Greenwood - Christmas To Christmas,Rare Samples & Songs Oleg Tsoy,,
UuwMaZKImdo,Jesus Acosta And The Professionals - Theme From The Godfather,Rare Samples & Songs Oleg Tsoy,,
ijXfo_JHY-A,Gene Harris - Emily,Rare Samples & Songs Oleg Tsoy,,
k6CHckYmX1s,John Cameron - Playgirl,Rare Samples & Songs Oleg Tsoy,,
H4i2gcO1BrU,C-Brand - Plenty Of Love,Rare Samples & Songs Oleg Tsoy,,
a2wLd55sXFI,Laszlo Bencker - Light Years,Rare Samples & Songs Oleg Tsoy,,
pUB8daariUI,Angela Bofill - Galaxy Of My Love,Rare Samples & Songs Oleg Tsoy,,
LXqKKC2T6Tc,Ronnie Milsap - Nobody Likes Sad Songs,Rare Samples & Songs Oleg Tsoy,,
WaRty-2xaSA,Mahavishnu Orchestra - Earth Ship,Rare Samples & Songs Oleg Tsoy,,
QWKByo_fu28,George Duke - Statement,Rare Samples & Songs Oleg Tsoy,,
PtvfVMRw0cM,Ramsey Lewis - Julia,Rare Samples & Songs Oleg Tsoy,,
YWYlU0JnQMM,Gil Scott-Heron - A Toast To The People,Rare Samples & Songs Oleg Tsoy,,
CvoeNGN2hWo,Dexter Wansel - What The World Is Coming To,Rare Samples & Songs Oleg Tsoy,,
CqY6EiiE-5A,Harvey Mason And George Benson - Whats Going On,Rare Samples & Songs Oleg Tsoy,185,Cm
65lRXnyD2Lk,Irene Kral - Star Eyes,Rare Samples & Songs Oleg Tsoy,,
g8xx6FF7NUE,Abbey Lincoln - My Man,Rare Samples & Songs Oleg Tsoy,,
UQX3mV_1iMk,Joe Harnell - Jamies Theme,Rare Samples & Songs Oleg Tsoy,,
qJ4vK7reCcg,The Singers Unlimited - You've Got A Friend,Rare Samples & Songs Oleg Tsoy,,
uBnk25C6TAs,Roger Webb - Man Inside,Rare Samples & Songs Oleg Tsoy,,
spbs5T8y3SM,Tom Dissevelt And Kid Baltan - Mechanical Motions,Rare Samples & Songs Oleg Tsoy,,
tztFHk7O3bk,Sidney Joe Qualls - Shut Your Mouth,Rare Samples & Songs Oleg Tsoy,,
Iz6CoqsOoLA,Uriah Heep - Rollin On,Rare Samples & Songs Oleg Tsoy,,
aymuoQvmX_U,Leon Thomas - China Doll,Rare Samples & Songs Oleg Tsoy,,
DSLaFZBWYmY,Jackie Mittoo - Deeper And Deeper,Rare Samples & Songs Oleg Tsoy,,
pnMpUtR0sv8,Antimatter - Terminal,Rare Samples & Songs Oleg Tsoy,136,Dm
T2uiQTiKV80,Steve Tibbetts - Drawing Down The Moon,Rare Samples & Songs Oleg Tsoy,,
u0ikI3_Zmdk,Deseő Csaba Jazz Quintet - Suite,Rare Samples & Songs Oleg Tsoy,,
BKn0G_krTgw,The Limit - Everything About You,Rare Samples & Songs Oleg Tsoy,,
ssQwMp-zpD4,Dexter Wansel - Rings Of Saturn,Rare Samples & Songs Oleg Tsoy,,
9Y3oh_aV7Xw,String Connection - Primary,Rare Samples & Songs Oleg Tsoy,,
31LfxeCkLHg,Seventh Wave - Star Palace Of The Sombre Warrior,Rare Samples & Songs Oleg Tsoy,,
ZodtjNDc-V0,Franco Micalizzi - Roberts Theme,Rare Samples & Songs Oleg Tsoy,,
4YqDoVGRxzY,Freddie Hubbard - Spacetrack,Rare Samples & Songs Oleg Tsoy,,
jy9yCu68Msk,Syl Johnson - Together Forever,Rare Samples & Songs Oleg Tsoy,,
liUUP9_G3uU,Goblin - Jennifers Friend,Rare Samples & Songs Oleg Tsoy,,
iKOc8Z6DEW8,Adrian Gurvitz - The Way I Feel,Rare Samples & Songs Oleg Tsoy,,
9pmZLCkqMpQ,Ramsey Lewis - Crescent Noon,Rare Samples & Songs Oleg Tsoy,92,Cm
l_CVOCovxKs,Adriana Evans - Say You Wont,Rare Samples & Songs Oleg Tsoy,,
EDsqlbfyQm4,Jan Garbarek And Bobo Stenson Quartet - Desireless,Rare Samples & Songs Oleg Tsoy,,
GGqVew-DMTU,The Swingle Singers And The Modern Jazz Quartet - Little Davids Fugue,Rare Samples & Songs Oleg Tsoy,,
3Jr-rhWZ8nk,The Stylistics - And Ill See You No More,Rare Samples & Songs Oleg Tsoy,,
nU3LClQrVdo,Bob James And Earl Klugh - The Sponge,Rare Samples & Songs Oleg Tsoy,,
BZ4J1kfOGSU,Natalie Cole - Nothing Stronger Than Love,Rare Samples & Songs Oleg Tsoy,,
nC92AkDJtyE,Jerry Butler And Jerry Peters - Tanks Theme,Rare Samples & Songs Oleg Tsoy,,
D9owvmj2cvo,Alan Tew - Night Watch,Rare Samples & Songs Oleg Tsoy,,
MSnaEHS89Rw,Kourosh Yaghmaei - Hajme Khali,Rare Samples & Songs Oleg Tsoy,,
9XssN8hYNAQ,Pulsar Music Ltd - Fixed Idea,Rare Samples & Songs Oleg Tsoy,,
ok2fqoxV_mo,Al Gromer Khan - Blue Raga,Rare Samples & Songs Oleg Tsoy,,
yx6-tVuFhCM,Francis Lai - Stronger Than Us,Rare Samples & Songs Oleg Tsoy,,
jT07XeE5baA,The Intruders - Memories Are Here To Stay,Rare Samples & Songs Oleg Tsoy,129,C#m
nZgtmXzRXSk,R And J Stone - We Do It,Rare Samples & Songs Oleg Tsoy,,
Ke4IND1w3DM,The Imaginations - Because I Love You,Rare Samples & Songs Oleg Tsoy,,
6D7qU2tLSCk,37°C - Izmoreni Putnik,Rare Samples & Songs Oleg Tsoy,,
Q7U1jIW-IdA,LJ Johnson - Staring In Space,Rare Samples & Songs Oleg Tsoy,,
eW3d31jTvK4,The McCoys - Daybreak,Rare Samples & Songs Oleg Tsoy,,
TvesnJXc_84,Living Funk - Fools Love,Rare Samples & Songs Oleg Tsoy,,
9Z8-1jh9Pzo,Jack DeJohnette And Dave Holland - Papa Daddy Revisited,Rare Samples & Songs Oleg Tsoy,,
fzs40QKCN5Q,Fresa Salvaje - De Cigarro En Cigarro,Rare Samples & Songs Oleg Tsoy,,
01MMkKstHbs,Countess Vaughn James - You Could Fall In Love With Me,Rare Samples & Songs Oleg Tsoy,,
pH6YG0Nxhbw,Willie Hutch - Macks Stroll,Rare Samples & Songs Oleg Tsoy,,
0BqVzuw8Dw8,Four Tops - I Found The Spirit,Rare Samples & Songs Oleg Tsoy,,
VP5hWaH8k64,Revelation - What Good Am I,Rare Samples & Songs Oleg Tsoy,,
Fu7unjBFqbU,Don Harper - Chamber Pop,Rare Samples & Songs Oleg Tsoy,,
SJe9Rq5rPt8,Azymuth - Brazil,Rare Samples & Songs Oleg Tsoy,,
QQWwW-e2rZo,Pulsar - Pollen,Rare Samples & Songs Oleg Tsoy,,
mjlBTmtJneQ,Annette Peacock - This Feel Within,Rare Samples & Songs Oleg Tsoy,,
rfmYQMU29Qc,Ahmad Jamal - Extensions,Rare Samples & Songs Oleg Tsoy,,
vZmjvNxpq9M,Detroit Emeralds - Traveling Man,Rare Samples & Songs Oleg Tsoy,,
5BwRe8R0tNI,Piano Conclave - Hal-Lucy-N-O-One Step,Rare Samples & Songs Oleg Tsoy,,
dZoW2iAOo8s,Herb Alpert - Oriental Eyes,Rare Samples & Songs Oleg Tsoy,,
XLTtyBY3XLQ,Tribeqa - Amali,Rare Samples & Songs Oleg Tsoy,129,G#m
X4RW_fmdLGk,Les McCann - Kathleens Theme,Rare Samples & Songs Oleg Tsoy,152,Dm
AiFadmRaQEU,Brenda Russell - If Only For One Night,Rare Samples & Songs Oleg Tsoy,,
_pSiX5CN9D0,Donald Byrd - Night Whistler,Rare Samples & Songs Oleg Tsoy,,
EhZpehOVeaA,Freddie Hubbard - Delphia,Rare Samples & Songs Oleg Tsoy,,
BE2HpkQKkxY,Deniece Williams - Were Together,Rare Samples & Songs Oleg Tsoy,,
d0n95rOwUkw,Weather Report - Speechless,Rare Samples & Songs Oleg Tsoy,,
iPkOBaQnY84,David Michael Frank - Nico In Japan,Rare Samples & Songs Oleg Tsoy,,
_kTJjEL28gs,Reginaldo Rossi - Não Sou Nada,Rare Samples & Songs Oleg Tsoy,,
CaToD_iIasg,Ismael Miranda And Orchestra Harlow - Ayer Me Entere,Rare Samples & Songs Oleg Tsoy,,
jvzijljVmW4,Commodores - Visions,Rare Samples & Songs Oleg Tsoy,,
Tj4lAo5RgtY,Brimstone - Illusion,Rare Samples & Songs Oleg Tsoy,,
jhjHRwkdhgo,Richard Rodney Bennett - Billion Dollar Brain,Rare Samples & Songs Oleg Tsoy,,
hewwLQPeYhY,Piero Umiliani - Cantata Per Maryam,Rare Samples & Songs Oleg Tsoy,,
cDAsT_uehdE,Angel Pocho Gatti - Turbotrenta,Rare Samples & Songs Oleg Tsoy,,
w15EOGKc9jQ,Sun Ra - Tapestry From An Asteroid,Rare Samples & Songs Oleg Tsoy,,
dv-s0ZkX6Uo,Lucky Thompson - The World Awakes,Rare Samples & Songs Oleg Tsoy,,
7E0IyykkBVg,Barney Kessel - Misty,Rare Samples & Songs Oleg Tsoy,,
gbCPYlq9XlE,Puccio Roelens - Northern Lights,Rare Samples & Songs Oleg Tsoy,,
0lQh5qWtzhc,Pablo Milanés - Franqueza,Rare Samples & Songs Oleg Tsoy,161,F#m
fVtSFAxEOXQ,Carpenters - Little Girl Blue,Rare Samples & Songs Oleg Tsoy,185,D#m
t2oJ4aYuNYs,Cal Tjader - Walk On By,Rare Samples & Songs Oleg Tsoy,,
X_fv78WP-qQ,OC Smith - Dont Misunderstand,Rare Samples & Songs Oleg Tsoy,,
eXh__GI129M,Les Ambassadeurs - Triste Anniversaire,Rare Samples & Songs Oleg Tsoy,,
e8eUQTh-vrc,Roy Buchanan - Fly... Night Bird,Rare Samples & Songs Oleg Tsoy,,
IEAuqZqUcS0,Cado Belle - Play It Once For Me,Rare Samples & Songs Oleg Tsoy,,
mlCcjkY--xI,Milt Jackson And The Ray Brown Big Band - Enchanted Lady,Rare Samples & Songs Oleg Tsoy,,
yl6ep4D_ZKA,Airto - Tales From Home,Rare Samples & Songs Oleg Tsoy,,
9SwfqHaaW-o,John Coltrane And Johnny Hartman - You Are Too Beautiful,Rare Samples & Songs Oleg Tsoy,,
WWk97-aVRfs,Johnny Guitar Watson - If I Had The Power,Rare Samples & Songs Oleg Tsoy,,
TyPXEf4u9Ls,Vaneese And Carolyn - Im Losing You,Rare Samples & Songs Oleg Tsoy,,
etL14o_AZ_k,Banks And Hampton - Passion And Promises,Rare Samples & Songs Oleg Tsoy,,
X-rnWTMWhBk,The Rude Boys - I Need You,Rare Samples & Songs Oleg Tsoy,,
X9dfD9vaBlg,Cook County - Reach Out For Love,Rare Samples & Songs Oleg Tsoy,,
op9bvAz0Tzs,The Perfections - Love Storm,Rare Samples & Songs Oleg Tsoy,,
LO4uMIexx9I,The 13th Amendment  - Hard To Be In Love,Rare Samples & Songs Oleg Tsoy,,
rTNhELFtuIE,Cerrone - Make Up,Rare Samples & Songs Oleg Tsoy,,
3VldS3f3u_A,Ennio Morricone - Rodeo,Rare Samples & Songs Oleg Tsoy,,
pmfzd5w4Bkc,Mamas Gun - Reconsider,Rare Samples & Songs Oleg Tsoy,,
Gv33Bw2mt8M,Bobby Boyd Congress - Im Undecided,Rare Samples & Songs Oleg Tsoy,,
TC9dkTxR5ag,André Previn - It Could Happen To You,Rare Samples & Songs Oleg Tsoy,,
IkpGlbow60c,Ono - Pyramid Of Drums,Rare Samples & Songs Oleg Tsoy,,
nRSnXMxNq10,Rodney Franklin - The Watcher,Rare Samples & Songs Oleg Tsoy,,
G1WB5SlltPA,Sonny Criss - When The Sun Comes Out,Rare Samples & Songs Oleg Tsoy,103,Am
IuGm0uJ-RE8,Ebony Rhythm Band - Vanilla Fudge,Rare Samples & Songs Oleg Tsoy,,
arBrFaNYQAU,Bill Evans Trio - My Mans Gone Now,Rare Samples & Songs Oleg Tsoy,103,Bm
PCmI9I7v_LA,John Taylor Sextet - Piano Solos,Rare Samples & Songs Oleg Tsoy,,
g6kNhy7xqoI,The Oscar Peterson Trio With Milt Jackson - Heartstrings,Rare Samples & Songs Oleg Tsoy,,
GjLLVIixPEY,Stanley Turrentine - I Told Jesus,Rare Samples & Songs Oleg Tsoy,,
0VkMvxkYWe4,Eveready Singers - Keep On Praying,Rare Samples & Songs Oleg Tsoy,,
UIsrSukxoWQ,Simone - O Que Será,Rare Samples & Songs Oleg Tsoy,144,Fm
pH5bxqOuAqY,The Temptations - Make Me Believe In Love Again,Rare Samples & Songs Oleg Tsoy,,
QASjGEsvof4,Kool And The Gang - Stop Look Listen,Rare Samples & Songs Oleg Tsoy,136,Bm
4uc9vZliHtw,Gunārs Rozenbergs - Tallina 76,Rare Samples & Songs Oleg Tsoy,,
Uo7ewNfzh78,Bill Fay - Laughing Man,Rare Samples & Songs Oleg Tsoy,,
3Ji_qhoaq24,Eloy - The Apocalypse,Rare Samples & Songs Oleg Tsoy,,
vI_nqQ0Ej0s,Massimo Ranieri - Adagio Veneziano,Rare Samples & Songs Oleg Tsoy,,
XdlszXO0dLM,John Barry - The Laser Beam,Rare Samples & Songs Oleg Tsoy,,
vkngVriJ2ZE,Elegant Taste - Champagne And Caviar,Rare Samples & Songs Oleg Tsoy,,
Ty2ihoy1l4A,Chris Harwood - Wooden Ships,Rare Samples & Songs Oleg Tsoy,,
STZBW_J7b0s,Cliff Coulter - Worry Bout It Later [JAZZ],Rare Samples & Songs Oleg Tsoy,,
2y-8p5v3pGI,Kiki Dee - Chicago,Rare Samples & Songs Oleg Tsoy,,
KZKTJunkv9o,Tal Armstrong - Please Make It Good Again,Rare Samples & Songs Oleg Tsoy,,
o91Ci_YFZAo,Peter Banks - Rosa Nova,Rare Samples & Songs Oleg Tsoy,,
rBXsBzPdZ7s,Norman Connors - Romantic Journey,Rare Samples & Songs Oleg Tsoy,,
CedCvfVPnwo,Nighthawks - Jetlag,Rare Samples & Songs Oleg Tsoy,,
PcDdMAOeqzA,Tom Scott - In My Dreams,Rare Samples & Songs Oleg Tsoy,,
TqiVWZvh-q0,Johnny Adams - I Wish It Would Rain,Rare Samples & Songs Oleg Tsoy,,
SIxJ27iBV24,Bobby Wade - Four Walls And A Window,Rare Samples & Songs Oleg Tsoy,,
KCLXMvGLpFA,The Moir Sisters / Stop the Music,Vinyle Archéologie,,
aE9O_fWOqOU,Neal Hefti / Blues for Bertha,Vinyle Archéologie,,
-4IcZc0waUk,Latimore / Singing in the Key of Love,Vinyle Archéologie,,
KuRedhpaOYQ,New York Jazz Quartet / Cram It Damn It,Vinyle Archéologie,161,Gm
RdciUHLN1CE,Wendell Harrison / Sea Minor Blues,Vinyle Archéologie,,
E62CxR0rehs,New Electronic System / A Nice Evening,Vinyle Archéologie,,
LRwDDPLQHhQ,Astral Sounds / Coral,Vinyle Archéologie,,
CDe5TEPxlFg,Camille Sauvage / Stress Blues,Vinyle Archéologie,,
CWh5YB2vOMY,The Seven Pennies / Preludio Mistico,Vinyle Archéologie,99,A#m
WoKetdtrOXU,Paul Horn + Ann Mortifee / Overture,Vinyle Archéologie,,
9lJ6Q_c-Www,Attilio Donadio / Blues in Harmony,Vinyle Archéologie,,
gFbeZgmRxr0,Hubert Laws / Crying Song,Vinyle Archéologie,,
TVLeEYItiYc,Carlo Pes / The Riff,Vinyle Archéologie,,
N5MpHTX_LWk,Gino Vannelli / Lady (Instrumental),Vinyle Archéologie,,
JjQQXeJNb_E,Claudio Valle / Mando Guitar,Vinyle Archéologie,,
XpizzaCrtsk,Theodorking Flute / Elle et Elle,Vinyle Archéologie,,
0HeNu4XKtWM,The Scott Kinsey Sounds / Nova,Vinyle Archéologie,,
-_MDoHdtZMc,JAZZ CO/OP / Pyramid Piece,Vinyle Archéologie,,
evv8f1cr0pI,Bruno Battisti d'Amario / Studio No. 1,Vinyle Archéologie,,
z0edmVigxus,Bunny J. Browne / Dusky Rhythm,Vinyle Archéologie,,
BbFfXxES9Pw,The Boogie Man / Jika Jika (The Odd Bits),Vinyle Archéologie,99,Gm
U8J9slsRLhE,Peter Herbolzheimer Rhythm Combination & Brass / Time Out,Vinyle Archéologie,,
xT3L5SUgp3M,Degrees of Freedom  / The Sound of a Jealous Heart,Vinyle Archéologie,92,D#m
LHYO0wxkUrM,DALTON / Soul Brother,Vinyle Archéologie,,
NtMTHA3dFa4,Memphis Horns / Dusty,Vinyle Archéologie,,
frukCsbUs2Y,Marcio Montarroyos e Orquestra / Concierto de Aranjuez,Vinyle Archéologie,,
GyvuLT18_Xc,"Toby Arnold & Associates, Inc. / String Suspenders",Vinyle Archéologie,,
UWmIwHHi6mQ,VICTROLA / Beyond the Door,Vinyle Archéologie,,
iPX3LTgu410,Roy Budd / The Old Precinct,Vinyle Archéologie,,
nwr4l59jLFI,柳ジョージ / 祭ばやしが聞こえるのテーマ,Vinyle Archéologie,,
D8Sw1HqEyyI,Bruno Nicolai / Sky-Scrapers,Vinyle Archéologie,,
b1rzXZYonXE,Александр Рябов И Ансамбль Синтезис / Солариус,Vinyle Archéologie,,
rF5zgpHjY9E,The London Studio Group / Troubled Mind (Torment),Vinyle Archéologie,,
BWBOsj6TiiA,Matthew Young / Night Music,Vinyle Archéologie,,
1WqG0l3VGso,"Jan ""Ptaszyn"" Wróblewski + Studio Jazzowe Polskiego Radia / Sprzedaż Glonów (Skrócone)",Vinyle Archéologie,,
1NwCkiyDneA,Glohaven / Sail Flying,Vinyle Archéologie,,
_Ibmq3KjHng,瀬アキ / 笛師の群れ,Vinyle Archéologie,,
XxrYwqrYJgo,RHYTHM / The World is a Place,Vinyle Archéologie,,
Qla-N8txTuQ,Vladimir Cosma / Mystere de la Chambre Noire,Vinyle Archéologie,70,Em
-_TphJ5HL28,Jerry Toth / Last Tango in Paris,Vinyle Archéologie,,
DhdIapbqg0k,André Gagnon / Chanson pour Renée Claude,Vinyle Archéologie,,
9E9MjnVIexc,The Studio Ensemble / Thread of Mystery – Version 9,Vinyle Archéologie,,
UYzA4LUpLAM,Warren Burt / Improvisation in Two Ancient Greek Modes,Vinyle Archéologie,,
Kw0cXhtHPRU,Heart-Soul and Inspiration / I'm Gonna Love You More,Vinyle Archéologie,,
xbaR5-LPw6g,Thomas Clausen / Bio Rhythm 3,Vinyle Archéologie,,
qYlfr5_QQyQ,The Slipstream Group / Haunted Lullaby,Vinyle Archéologie,117,Gm
sworbyY4cE8,Peter Jacques + QUADRIGA / Canção,Vinyle Archéologie,129,Bm
zO2XUHbETr0,Astral Sounds / Mercury,Vinyle Archéologie,,
s7BVmfc2P_4,Herbie Hancock / Interlude,Vinyle Archéologie,161,Dm
QUINGnNaePk,Bernard Gérard / Jeux de Cloches,Vinyle Archéologie,,
RkfyUqTxWmk,John Sangster / A Dance for the New Forest,Vinyle Archéologie,,
YeqQMUT7NYk,OPEN MUSIC / Relaxing Waves,Vinyle Archéologie,,
Vp0VSOzz-MQ,Philippe Guerre / Aqua Guitare,Vinyle Archéologie,,
h4XiZUZ8Z40,New York Rock and Roll Ensemble / Dedication,Vinyle Archéologie,,
YiMgXRkxBdA,Oscar Rocchi Piano & Orchestra / Sarah,Vinyle Archéologie,,
54hF-Yc1Uoc,Klaus Lenz Jazz & Rock Machine / Don't Run Around with the Ashtray,Vinyle Archéologie,,
QS8qiNL71bI,Don Muro / Music Box,Vinyle Archéologie,,
LJ065Pwny0U,AndreoLina / Music in a Small Room,Vinyle Archéologie,,
9IyycDEnfCY,George Benson / Give Me The Night (Studio Acapella),Vinyle Archéologie,,
tkoyfXlHD3E,New World Generation / Listen to Your Soul,Vinyle Archéologie,,
8I7GTSEI0f0,PEYMONT / Città Senza Nome (Con Percussione),Vinyle Archéologie,,
16OkGtkVRyE,The International Studio Orchestra / Planet of the Dead,Vinyle Archéologie,,
MzFz-q7-r3s,Exotic Guitars / The Enchanted Sea,Vinyle Archéologie,144,Am
2YnaDbkL2bE,Léo Ferré / La Solitude (Instrumentale),Vinyle Archéologie,,
D7fw_uxMAKU,Marc Steckar / Spirit Sound,Vinyle Archéologie,,
1_TMovViuFY,Eberhard Weber / Chorus – Part III-IV,Vinyle Archéologie,,
iaQbXt8EC6M,Rex Brown Company + WERSI Electric String Orchestra / Death Rays III,Vinyle Archéologie,,
hWJNND5dsBE,Gruppo Sound / Hermes,Vinyle Archéologie,,
EEbJigxWWqM,The High Fidelity Orchestra / Ocho Veces Para Arriba y Ocho Veces Para Abajo,Vinyle Archéologie,,
HJ6rH9s1bm0,Pino Calvi / Enigma,Vinyle Archéologie,,
tXKVMmzCqH8,SOUND CONTROL / Think,Vinyle Archéologie,,
PAO3iPD26WE,John Mills-Cockell / The Sad Trumpets of Albion,Vinyle Archéologie,,
AJkrpKZNXfQ,Martin Kratochvíl & Jazz Q / Dejvické Blues,Vinyle Archéologie,,
JA7hjPxosKY,Simon Haseley + Walter Warren / Fretless,Vinyle Archéologie,81,Cm
muw3IIldU40,Graham Collier Music / Darius (Conclusion),Vinyle Archéologie,129,Am
k-i8KZMIGNc,Schönherz / What a Lonely Lonely Night (Gekürzt),Vinyle Archéologie,,
jXB60hOzLoE,EXTRA BALL / Nocne Impresje,Vinyle Archéologie,,
q6uVxhGHhRI,Streichorchester Hubert Deuringer / Melody Martinique,Vinyle Archéologie,92,Dm
sjyyMAqYBT4,Roberto Soffici / Dedicato a Michela,Vinyle Archéologie,,
A_fLZp3F31E,Mike Vickers / Small Deal,Vinyle Archéologie,,
XaF2qrVyR5g,Robert Viger / Seasons,Vinyle Archéologie,,
mL-n_3i5zp8,Liliental / Vielharmonie,Vinyle Archéologie,,
a4zeplw2VBI,René Costy + The New String Sound Orchestra / From Time to Time,Vinyle Archéologie,,
fzJQiW6bDV0,James Clarke / Life of Luxury,Vinyle Archéologie,,
YrJarIe6_G8,Мигель Рамос / Лаура,Vinyle Archéologie,,
topBVFzVj4c,INDEXI / Sviđaš Mi Se,Vinyle Archéologie,,
dOs2tctsNqs,Czerwone Gitary / Mam Dobry Dzień,Vinyle Archéologie,,
4_1Jp03Sdgc,Hans Ehrlinger and His Strings / Kiss Me Goodnight,Vinyle Archéologie,,
zEhxtu3Cots,The Northland Gospel Singers + The Mighty Spirituals  / You Ought to Know Jesus,Vinyle Archéologie,,
IUI-NNzCjjY,Joe Viera Sextett / Song for My Father,Vinyle Archéologie,,
_KCvZRqIJoI,The Scottmen / Bass Guitar Stoll,Vinyle Archéologie,,
HdQkWGtoaWs,Other Music / It Is It (Part 1),Vinyle Archéologie,,
RlUBY225idI,Playgroup / Epic Sound Battle,Vinyle Archéologie,,
aI44sCoT-UA,Richard Smallwood Singers / He Won't Leave You (Reprise),Vinyle Archéologie,,
14dFfE3Xhr0,Christian Zÿsset / Thème N° 2: Medium-Pop,Vinyle Archéologie,,
QCTCfvZTe4Y,The Vampires' Sound Incorporation / The Message,Vinyle Archéologie,,
lT4wEGKLuQU,Paul Beaver & Bernard L. Krause / VIII: Tape Delay (Multiple Repeat),Vinyle Archéologie,,
DoFrkcDrmkg,Marek & Vacek / Lullaby for Rosemaries Baby,Vinyle Archéologie,,
1jmuaK6OUPE,London Studio Group / Moving Shadows,Vinyle Archéologie,,
9vCCw83KGWI,AERA / Mechelwind Suite 1,Vinyle Archéologie,,
OdUye5vTaQc,Music Hall Pop Orchestra / El Amor y El Mar,Vinyle Archéologie,,
HzncPcOG9po,"Big Jim ""H"" and His Men of Rhythm / Rising Sun",Vinyle Archéologie,,
64nG0YVSF20,UNLV Jazz Ensemble / In My Life,Vinyle Archéologie,,
GbbOn07G9rc,Virgin's Dream / Hop Sing,Vinyle Archéologie,,
GoeVqU0tU_M,With Christ / Torppa-Blues (Room 11:13-36),Vinyle Archéologie,,
qNvpsJrtKJw,Ann Southam / Fluke Sound,Vinyle Archéologie,,
Sezw_WTujCo,The Michael Garrick Sextet / Song by the Sea,Vinyle Archéologie,,
dHguCqegT6g,Kai Rautenberg / Harmonica,Vinyle Archéologie,,
DEz6SEkxALA,The Music People / Wishful Dreaming 1,Vinyle Archéologie,,
VAuzsYgVF7A,Pierre Courbois / Rock Will Never Die,Vinyle Archéologie,,
